Item ID,Item Name,Category,Subcategory,Collection,Rarity,Source Type,Source Game,Visible Unlock Condition,Internal Unlock Condition,Token Price,Equivalent Token Value,Salvage %,Giftable,Unlimited Placement,Account-Earned Only,Secret,Footprint W,Footprint D,Height Band,Placement Surface,Room Types,Rotation,Style Tags,Animation / VFX,Audio / Ambience,Future Interaction,Collection Completion Set,3D Production Notes
win-in-arcade-neon-snake-neon-snake-pennant,Neon Snake Pennant,Wall Decor,Wall Decor,Neon Snake,Uncommon,Win in Arcade,Neon Snake,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,None,None,Inspect / memory card,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-pixel-side-table,Pixel Side Table,Tables,Tables,Neon Snake,Rare,Win in Arcade,Neon Snake,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,None,None,Surface for small decor,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-neon-coil-lamp,Neon Coil Lamp,Lighting,Lighting,Neon Snake,Rare,Win in Arcade,Neon Snake,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,None,None,Toggle / lighting preset,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-grid-snake-rug,Grid Snake Rug,Rugs,Rugs,Neon Snake,Epic,Win in Arcade,Neon Snake,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,Subtle rarity sparkle,None,Decorative,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-fruit-score-shelf,Fruit Score Shelf,Storage,Storage,Neon Snake,Epic,Win in Arcade,Neon Snake,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-pixel-snake-cushion,Pixel Snake Cushion,Decorations,Decorations,Neon Snake,Uncommon,Win in Arcade,Neon Snake,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,None,None,Decorative,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-animated-neon-snake-tube,Animated Neon Snake Tube,Collectibles,Collectibles,Neon Snake,Epic,Win in Arcade,Neon Snake,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,Animated loop,None,Inspect achievement / history,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-neon-snake-tv-channel,Neon Snake TV Channel,Electronics,Electronics,Neon Snake,Rare,Win in Arcade,Neon Snake,Unlock the game-specific media channel,Unlock the game-specific media channel,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,Looping themed game footage/screensaver,Muted by default; optional themed channel audio,Select as an unlocked TV channel,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-neon-snake-neon-snake-high-score-trophy,Neon Snake High-Score Trophy,Collectibles,Collectibles,Neon Snake,Family Legendary,Win in Arcade,Neon Snake,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Arcade; Neon; Snake; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Neon Snake,Reward-track item. Reuse game visual motifs without copying external branded assets.
achievement-reward-arcade-legacy-arcade-sampler-poster,Arcade Sampler Poster,Wall Decor,Wall Decor,Arcade Legacy,Uncommon,Achievement Reward,Cross-Arcade,Play 8 different arcade games,Play 8 different arcade games,,80,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Arcade; Achievement; Family History,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Arcade Legacy,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
achievement-reward-arcade-legacy-arcade-marathon-sofa,Arcade Marathon Sofa,Seating,Seating,Arcade Legacy,Rare,Achievement Reward,Cross-Arcade,Complete 25 arcade sessions,Complete 25 arcade sessions,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Arcade; Achievement; Family History,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Arcade Legacy,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
achievement-reward-arcade-legacy-family-high-score-marquee,Family High-Score Marquee,Wall Decor,Wall Decor,Arcade Legacy,Epic,Achievement Reward,Cross-Arcade,Set a personal record in 10 arcade games,Set a personal record in 10 arcade games,,240,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Arcade; Achievement; Family History,Subtle marquee animation,None,Inspect to show unlock story / achievement date,Arcade Legacy,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
achievement-reward-arcade-legacy-daily-streak-clock,Daily Streak Clock,Wall Decor,Wall Decor,Arcade Legacy,Epic,Achievement Reward,Cross-Arcade,Complete the 3-different-games daily challenge 7 times,Complete the 3-different-games daily challenge 7 times,,220,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Arcade; Achievement; Family History,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Arcade Legacy,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
achievement-reward-arcade-legacy-all-arcade-mini-cabinet,All-Arcade Mini Cabinet,Games,Games,Arcade Legacy,Epic,Achievement Reward,Cross-Arcade,Play all 16 active arcade games,Play all 16 active arcade games,,280,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Table,Bedroom; Common Space,90° steps,Arcade; Achievement; Family History,Subtle marquee animation,None,Inspect to show unlock story / achievement date,Arcade Legacy,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
achievement-reward-arcade-legacy-arcade-master-trophy,Arcade Master Trophy,Collectibles,Collectibles,Arcade Legacy,Family Legendary,Achievement Reward,Cross-Arcade,Earn the top mastery trophy in 8 arcade games,Earn the top mastery trophy in 8 arcade games,,600,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Arcade; Achievement; Family History,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Arcade Legacy,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
birthday-seasonal-reward-christmas-cabin-cabin-christmas-tree,Cabin Christmas Tree,Decorations,Decorations,Christmas Cabin,Rare,Birthday / Seasonal Reward,Seasonal Events,Christmas event participation,Christmas event participation,,150,0.25,No,Yes,Yes,No,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Christmas Cabin; Permanent Family History,Warm twinkle lights,Soft holiday-room ambience,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-christmas-cabin-stocking-fireplace-garl,Stocking Fireplace Garland,Wall Decor,Wall Decor,Christmas Cabin,Uncommon,Birthday / Seasonal Reward,Seasonal Events,Christmas event participation,Christmas event participation,,70,0.25,No,Yes,Yes,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Christmas Cabin; Permanent Family History,Warm twinkle lights,None,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-christmas-cabin-snowy-window-effect,Snowy Window Effect,Special Effects,Special Effects,Christmas Cabin,Epic,Birthday / Seasonal Reward,Seasonal Events,Complete Christmas family challenge,Complete Christmas family challenge,,220,0.25,No,Yes,Yes,No,0,0,Ambient,Room,Bedroom; Common Space,90° steps,Christmas Cabin; Permanent Family History,Animated snow beyond windows,Soft winter wind,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-christmas-cabin-plaid-christmas-bedding,Plaid Christmas Bedding,Beds,Beds,Christmas Cabin,Rare,Birthday / Seasonal Reward,Seasonal Events,Win 3 games during Christmas event,Win 3 games during Christmas event,,120,0.25,No,Yes,Yes,No,2,3,Tall,Floor,Bedroom; Common Space,90° steps,Christmas Cabin; Permanent Family History,None,None,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-christmas-cabin-family-ornament-display,Family Ornament Display,Collectibles,Collectibles,Christmas Cabin,Epic,Birthday / Seasonal Reward,Seasonal Events,Collect 5 Christmas ornaments,Collect 5 Christmas ornaments,,250,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Christmas Cabin; Permanent Family History,Gentle ornament sparkle,None,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-christmas-cabin-north-pole-train-set,North Pole Train Set,Toys & Hobbies,Toys & Hobbies,Christmas Cabin,Epic,Birthday / Seasonal Reward,Seasonal Events,Christmas daily challenge streak,Christmas daily challenge streak,,260,0.25,No,Yes,Yes,No,1,1,Small,Floor/Table,Bedroom; Common Space,90° steps,Christmas Cabin; Permanent Family History,Animated train loop,Tiny train loop,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-christmas-cabin-christmas-cabin-wallpap,Christmas Cabin Wallpaper,Wallpaper,Wallpaper,Christmas Cabin,Uncommon,Birthday / Seasonal Reward,Seasonal Events,Christmas event participation,Christmas event participation,,60,0.25,No,Yes,Yes,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Christmas Cabin; Permanent Family History,None,None,Inspect event/year memory card,Christmas Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-halloween-cabin-pumpkin-lantern-trio,Pumpkin Lantern Trio,Lighting,Lighting,Halloween Cabin,Uncommon,Birthday / Seasonal Reward,Seasonal Events,Halloween event participation,Halloween event participation,,70,0.25,No,Yes,Yes,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Halloween Cabin; Permanent Family History,Candle flicker,None,Inspect event/year memory card,Halloween Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-halloween-cabin-friendly-ghost-wall-pro,Friendly Ghost Wall Projection,Special Effects,Special Effects,Halloween Cabin,Epic,Birthday / Seasonal Reward,Seasonal Events,Complete Halloween challenge,Complete Halloween challenge,,240,0.25,No,Yes,Yes,No,0,0,Ambient,Room,Bedroom; Common Space,90° steps,Halloween Cabin; Permanent Family History,Animated friendly ghost silhouettes,Soft spooky ambience,Inspect event/year memory card,Halloween Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-halloween-cabin-black-cat-crescent-rug,Black Cat Crescent Rug,Rugs,Rugs,Halloween Cabin,Rare,Birthday / Seasonal Reward,Seasonal Events,Win 3 games during Halloween event,Win 3 games during Halloween event,,120,0.25,No,Yes,Yes,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Halloween Cabin; Permanent Family History,None,None,Inspect event/year memory card,Halloween Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-halloween-cabin-candy-bowl-side-table,Candy Bowl Side Table,Tables,Tables,Halloween Cabin,Rare,Birthday / Seasonal Reward,Seasonal Events,Collect Halloween candy tokens,Collect Halloween candy tokens,,100,0.25,No,Yes,Yes,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Halloween Cabin; Permanent Family History,Candy glimmer,None,Inspect event/year memory card,Halloween Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-halloween-cabin-haunted-cabin-wallpaper,Haunted Cabin Wallpaper,Wallpaper,Wallpaper,Halloween Cabin,Rare,Birthday / Seasonal Reward,Seasonal Events,Halloween event participation,Halloween event participation,,110,0.25,No,Yes,Yes,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Halloween Cabin; Permanent Family History,Subtle shifting shadows,None,Inspect event/year memory card,Halloween Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-spring-cabin-spring-tulip-window-box,Spring Tulip Window Box,Plants,Plants,Spring Cabin,Uncommon,Birthday / Seasonal Reward,Seasonal Events,Spring event participation,Spring event participation,,60,0.25,No,Yes,Yes,No,1,1,Medium,Floor/Table,Bedroom; Common Space,90° steps,Spring Cabin; Permanent Family History,Gentle leaf sway,Bird ambience optional,Inspect event/year memory card,Spring Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-spring-cabin-painted-egg-display-bowl,Painted Egg Display Bowl,Decorations,Decorations,Spring Cabin,Uncommon,Birthday / Seasonal Reward,Seasonal Events,Spring scavenger challenge,Spring scavenger challenge,,50,0.25,No,Yes,Yes,No,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Spring Cabin; Permanent Family History,Subtle sparkle,None,Inspect event/year memory card,Spring Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-spring-cabin-rainy-spring-window-ambien,Rainy Spring Window Ambience,Special Effects,Special Effects,Spring Cabin,Epic,Birthday / Seasonal Reward,Seasonal Events,Complete spring challenge,Complete spring challenge,,220,0.25,No,Yes,Yes,No,0,0,Ambient,Room,Bedroom; Common Space,90° steps,Spring Cabin; Permanent Family History,Animated rain on windows,Rain ambience,Inspect event/year memory card,Spring Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-spring-cabin-fresh-meadow-wallpaper,Fresh Meadow Wallpaper,Wallpaper,Wallpaper,Spring Cabin,Rare,Birthday / Seasonal Reward,Seasonal Events,Spring event participation,Spring event participation,,100,0.25,No,Yes,Yes,No,0,0,Surface,Wall Surface,Bedroom; Bathroom; Kitchen; Common Space,90° steps,Spring Cabin; Permanent Family History,None,None,Inspect event/year memory card,Spring Cabin,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-summer-camp-campfire-patio-lantern,Campfire Patio Lantern,Lighting,Lighting,Summer Camp,Uncommon,Birthday / Seasonal Reward,Seasonal Events,Summer event participation,Summer event participation,,70,0.25,No,Yes,Yes,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Summer Camp; Permanent Family History,Firefly glow,Crickets optional,Inspect event/year memory card,Summer Camp,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-summer-camp-lake-day-hammock-chair,Lake Day Hammock Chair,Seating,Seating,Summer Camp,Rare,Birthday / Seasonal Reward,Seasonal Events,Win 5 summer games,Win 5 summer games,,130,0.25,No,Yes,Yes,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Summer Camp; Permanent Family History,Gentle sway,None,Inspect event/year memory card,Summer Camp,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-summer-camp-firefly-room-ambience,Firefly Room Ambience,Special Effects,Special Effects,Summer Camp,Epic,Birthday / Seasonal Reward,Seasonal Events,Complete summer night challenge,Complete summer night challenge,,230,0.25,No,Yes,Yes,No,0,0,Ambient,Room,Bedroom; Common Space,90° steps,Summer Camp; Permanent Family History,Animated fireflies,Night insects,Inspect event/year memory card,Summer Camp,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-summer-camp-camp-patch-quilt,Camp Patch Quilt,Beds,Beds,Summer Camp,Rare,Birthday / Seasonal Reward,Seasonal Events,Collect 5 summer patches,Collect 5 summer patches,,140,0.25,No,Yes,Yes,No,2,3,Tall,Floor,Bedroom; Common Space,90° steps,Summer Camp; Permanent Family History,None,None,Inspect event/year memory card,Summer Camp,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-new-year-lodge-new-year-sparkler-window,New Year Sparkler Window Effect,Special Effects,Special Effects,New Year Lodge,Epic,Birthday / Seasonal Reward,Seasonal Events,Play on New Year event night,Play on New Year event night,,220,0.25,No,Yes,Yes,No,0,0,Ambient,Room,Bedroom; Common Space,90° steps,New Year Lodge; Permanent Family History,Window fireworks and sparkles,Distant celebration,Inspect event/year memory card,New Year Lodge,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-new-year-lodge-winter-cabin-fur-rug,Winter Cabin Fur Rug,Rugs,Rugs,New Year Lodge,Rare,Birthday / Seasonal Reward,Seasonal Events,Winter event participation,Winter event participation,,120,0.25,No,Yes,Yes,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,New Year Lodge; Permanent Family History,None,None,Inspect event/year memory card,New Year Lodge,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-new-year-lodge-midnight-countdown-clock,Midnight Countdown Clock,Wall Decor,Wall Decor,New Year Lodge,Epic,Birthday / Seasonal Reward,Seasonal Events,Complete New Year countdown challenge,Complete New Year countdown challenge,,250,0.25,No,Yes,Yes,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,New Year Lodge; Permanent Family History,Animated countdown face,Soft clock chime,Inspect event/year memory card,New Year Lodge,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-birthday-vault-birthday-balloon-ceiling,Birthday Balloon Ceiling Set,Decorations,Decorations,Birthday Vault,Rare,Birthday / Seasonal Reward,Seasonal Events,Participate in any birthday event,Participate in any birthday event,,120,0.25,No,Yes,Yes,No,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Birthday Vault; Permanent Family History,Gentle balloon sway,None,Inspect event/year memory card,Birthday Vault,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-birthday-vault-family-birthday-cake-dis,Family Birthday Cake Display,Collectibles,Collectibles,Birthday Vault,Epic,Birthday / Seasonal Reward,Seasonal Events,Complete any Birthday Challenge,Complete any Birthday Challenge,,240,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Birthday Vault; Permanent Family History,Candle flicker,Birthday sting on inspect,Inspect event/year memory card,Birthday Vault,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-john-birthday-heirloom-john-birthday-wr,John Birthday Wrench Plaque,Collectibles,Collectibles,John Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete John Birthday Challenge for that year,Complete John Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,John Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,John Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-kristen-birthday-heirloom-kristen-birth,Kristen Birthday Lodge Keepsake,Collectibles,Collectibles,Kristen Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Kristen Birthday Challenge for that year,Complete Kristen Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Kristen Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Kristen Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-holly-birthday-heirloom-holly-birthday-,Holly Birthday Memory Star,Collectibles,Collectibles,Holly Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Holly Birthday Challenge for that year,Complete Holly Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Holly Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Holly Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-vanessa-birthday-heirloom-vanessa-birth,Vanessa Birthday Pink GMC Model,Collectibles,Collectibles,Vanessa Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Vanessa Birthday Challenge for that year,Complete Vanessa Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Vanessa Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Vanessa Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-lizzie-birthday-heirloom-lizzie-birthda,Lizzie Birthday Ballet Spotlight,Collectibles,Collectibles,Lizzie Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Lizzie Birthday Challenge for that year,Complete Lizzie Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Lizzie Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Lizzie Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-logan-birthday-heirloom-logan-birthday-,Logan Birthday Dirt Bike Trophy,Collectibles,Collectibles,Logan Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Logan Birthday Challenge for that year,Complete Logan Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Logan Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Logan Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-james-birthday-heirloom-james-birthday-,James Birthday Timber Keepsake,Collectibles,Collectibles,James Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete James Birthday Challenge for that year,Complete James Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,James Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,James Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-dorothy-birthday-heirloom-dorothy-birth,Dorothy Birthday Garden Keepsake,Collectibles,Collectibles,Dorothy Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Dorothy Birthday Challenge for that year,Complete Dorothy Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Dorothy Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Dorothy Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-papa-birthday-heirloom-papa-birthday-sh,Papa Birthday Shop Chair Miniature,Collectibles,Collectibles,Papa Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Papa Birthday Challenge for that year,Complete Papa Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Papa Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Papa Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
birthday-seasonal-reward-nana-birthday-heirloom-nana-birthday-co,Nana Birthday Country Kitchen Sign,Collectibles,Collectibles,Nana Birthday Heirloom,Family Legendary,Birthday / Seasonal Reward,Seasonal Events,Complete Nana Birthday Challenge for that year,Complete Nana Birthday Challenge for that year,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Nana Birthday Heirloom; Permanent Family History,Year stamp glow on inspect,Birthday event sting,Inspect event/year memory card,Nana Birthday Heirloom,Permanent dated/event heirloom once earned. Preserve year/event metadata in save data.
collection-completion-reward-rustic-cabin-master-set-great-room-,Great Room Stone Fireplace Wall,Architecture,Architecture,Rustic Cabin Master Set,Family Legendary,Collection Completion Reward,Collection Book,Complete Rustic Cabin collection,Complete Rustic Cabin collection,,650,0.25,No,Yes,Yes,No,0,0,Architectural,Room Expansion,Owned Room / Expansion,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Rustic Cabin Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-modern-lodge-master-set-modern-lodg,Modern Lodge Panoramic Window,Windows & Doors,Windows & Doors,Modern Lodge Master Set,Epic,Collection Completion Reward,Collection Book,Complete Modern Lodge collection,Complete Modern Lodge collection,,300,0.25,No,Yes,Yes,No,1,0,Architectural,Wall Opening,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Modern Lodge Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-farmhouse-master-set-farmhouse-brea,Farmhouse Breakfast Nook,Architecture,Architecture,Farmhouse Master Set,Epic,Collection Completion Reward,Collection Book,Complete Farmhouse collection,Complete Farmhouse collection,,320,0.25,No,Yes,Yes,No,0,0,Architectural,Room Expansion,Owned Room / Expansion,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Farmhouse Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-glam-suite-master-set-glam-dressing,Glam Dressing Alcove,Architecture,Architecture,Glam Suite Master Set,Epic,Collection Completion Reward,Collection Book,Complete Glam Suite collection,Complete Glam Suite collection,,350,0.25,No,Yes,Yes,No,0,0,Architectural,Room Expansion,Owned Room / Expansion,90° steps,Collection Completion; Trophy; Cabin Progression,None,None,Inspect to show unlock story / achievement date,Glam Suite Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
collection-completion-reward-gamer-den-master-set-gamer-streamin,Gamer Streaming Wall,Electronics,Electronics,Gamer Den Master Set,Family Legendary,Collection Completion Reward,Collection Book,Complete Gamer Den collection,Complete Gamer Den collection,,500,0.25,No,Yes,Yes,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Collection Completion; Trophy; Cabin Progression,Subtle completion aura,None,Inspect to show unlock story / achievement date,Gamer Den Master Set,Game-ready authored mesh; shared materials where practical; LODs for large/animated pieces.
